1, private, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
309, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
310, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
311, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:creeper, 80, 4, 4
312, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:slime, 80, 4, 4
313, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:enderman, 10, 1, 4
314, forest, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
315, forest, regions_unexplored:cold_deciduous_forest, MONSTER, direbats:direbat, 36, 1, 3
316, forest, regions_unexplored:cold_deciduous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
317, forest, regions_unexplored:cold_deciduous_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
318, forest, regions_unexplored:cold_deciduous_forest, MONSTER, graveyard:revenant, 25, 5, 8
319, forest, regions_unexplored:cold_deciduous_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
320, forest, regions_unexplored:cold_deciduous_forest, CREATURE, minecraft:wolf, 12, 4, 4
321, forest, regions_unexplored:cold_deciduous_forest, AMBIENT, minecraft:bat, 10, 8, 8
322, forest, regions_unexplored:cold_deciduous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
323, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
324, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
325, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
326, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
327, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
328, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
329, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 10, 1, 4
330, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
331, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
332, ocean, minecraft:cold_ocean, MONSTER, uselessreptile:moleclaw, 80, 1, 1
333, ocean, minecraft:cold_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
334, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
335, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
336, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
337, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
338, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
339, river, regions_unexplored:cold_river, MONSTER, minecraft:spider, 80, 4, 4
340, river, regions_unexplored:cold_river, MONSTER, minecraft:zombie, 80, 4, 4
341, river, regions_unexplored:cold_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
342, river, regions_unexplored:cold_river, MONSTER, minecraft:skeleton, 80, 4, 4
343, river, regions_unexplored:cold_river, MONSTER, minecraft:creeper, 80, 4, 4
344, river, regions_unexplored:cold_river, MONSTER, minecraft:slime, 80, 4, 4
345, river, regions_unexplored:cold_river, MONSTER, minecraft:enderman, 10, 1, 4
346, river, regions_unexplored:cold_river, MONSTER, minecraft:witch, 5, 1, 1
347, river, regions_unexplored:cold_river, MONSTER, minecraft:drowned, 80, 1, 1
348, river, regions_unexplored:cold_river, MONSTER, uselessreptile:moleclaw, 80, 1, 1
349, river, regions_unexplored:cold_river, MONSTER, graveyard:revenant, 25, 5, 8
350, river, regions_unexplored:cold_river, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
351, river, regions_unexplored:cold_river, CREATURE, minecraft:sheep, 12, 4, 4
352, river, regions_unexplored:cold_river, CREATURE, minecraft:pig, 10, 4, 4
353, river, regions_unexplored:cold_river, CREATURE, minecraft:chicken, 10, 4, 4
354, river, regions_unexplored:cold_river, CREATURE, minecraft:cow, 8, 4, 4
355, river, regions_unexplored:cold_river, AMBIENT, minecraft:bat, 10, 8, 8
356, river, regions_unexplored:cold_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
357, river, regions_unexplored:cold_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
358, river, regions_unexplored:cold_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
359, nether, regions_unexplored:corrupted_holt, MONSTER, minecraft:zombified_piglin, 5, 2, 4
360, nether, regions_unexplored:corrupted_holt, MONSTER, minecraft:hoglin, 9, 3, 4
361, nether, regions_unexplored:corrupted_holt, MONSTER, minecraft:piglin, 5, 3, 4
362, nether, regions_unexplored:corrupted_holt, MONSTER, minecraft:ghast, 3, 4, 4
363, nether, regions_unexplored:corrupted_holt, CREATURE, minecraft:strider, 60, 1, 2
364, private, survivalexpansion:crimson_dreadlands, MONSTER, minecraft:piglin, 5, 1, 1
365, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 5, 2, 4
366, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 9, 3, 4
367, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 5, 3, 4
368, nether, minecraft:crimson_forest, MONSTER, soulsweapons:withered_demon, 20, 1, 1
369, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 3, 4, 4
370, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
371, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
372, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
373, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
374, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
375, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
376, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
377, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 10, 1, 4
378, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
379, forest, minecraft:dark_forest, MONSTER, direbats:direbat, 36, 1, 3
380, forest, minecraft:dark_forest, MONSTER, graveyard:ghoul, 25, 2, 5
381, forest, minecraft:dark_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
382, forest, minecraft:dark_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
383, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
384, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
385, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
386, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 8, 4, 4
387, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
388, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
389, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:spider, 80, 4, 4
390, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:zombie, 80, 4, 4
391, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
392, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
393, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:creeper, 80, 4, 4
394, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:slime, 80, 4, 4
395, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:enderman, 10, 1, 4
396, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
397, forest, regions_unexplored:deciduous_forest, MONSTER, direbats:direbat, 36, 1, 3
398, forest, regions_unexplored:deciduous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
399, forest, regions_unexplored:deciduous_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
400, forest, regions_unexplored:deciduous_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
401, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:sheep, 12, 4, 4
402, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:pig, 10, 4, 4
403, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:chicken, 10, 4, 4
404, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:cow, 8, 4, 4
405, forest, regions_unexplored:deciduous_forest, AMBIENT, minecraft:bat, 10, 8, 8
406, forest, regions_unexplored:deciduous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
407, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
408, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
409, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
410, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
411, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
412, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
413, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 10, 1, 4
414, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
415, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
416, ocean, minecraft:deep_cold_ocean, MONSTER, uselessreptile:moleclaw, 80, 1, 1
417, ocean, minecraft:deep_cold_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
418, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
419, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
420, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
421, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
422, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
423, private, minecraft:deep_dark, MONSTER, uselessreptile:moleclaw, 80, 1, 1
424, private, minecraft:deep_dark, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
425, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
426, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
427, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
428, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
429, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
430, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
431, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 10, 1, 4
432, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
433, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
434, ocean, minecraft:deep_frozen_ocean, MONSTER, uselessreptile:moleclaw, 80, 1, 1
435, ocean, minecraft:deep_frozen_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
436, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 5, 1, 2
437, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
438, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
439, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
440, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
441, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
442, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
443, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
444, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
445, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
446, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
447, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
448, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
449, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
450, ocean, minecraft:deep_lukewarm_ocean, MONSTER, darkwaters:aberration, 10, 1, 1
451, ocean, minecraft:deep_lukewarm_ocean, MONSTER, darkwaters:craeken, 5, 1, 1
452, ocean, minecraft:deep_lukewarm_ocean, MONSTER, darkwaters:miraid, 5, 1, 1
453, ocean, minecraft:deep_lukewarm_ocean, MONSTER, darkwaters:miraid_hallucination, 5, 1, 1
454, ocean, minecraft:deep_lukewarm_ocean, MONSTER, darkwaters:mohast, 10, 1, 3
455, ocean, minecraft:deep_lukewarm_ocean, MONSTER, uselessreptile:moleclaw, 80, 1, 1
456, ocean, minecraft:deep_lukewarm_ocean, MONSTER, darkwaters:sight_hunter, 5, 1, 1
457, ocean, minecraft:deep_lukewarm_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
458, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
459, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
460, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 8, 1, 4
461, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
462, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 8, 3, 6
463, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
464, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
465, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
466, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
467, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
468, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
469, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
470, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
471, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 10, 1, 4
472, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
473, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 5, 1, 1
474, ocean, minecraft:deep_ocean, MONSTER, darkwaters:aberration, 10, 1, 1
475, ocean, minecraft:deep_ocean, MONSTER, darkwaters:craeken, 5, 1, 1
476, ocean, minecraft:deep_ocean, MONSTER, darkwaters:miraid, 5, 1, 1
477, ocean, minecraft:deep_ocean, MONSTER, darkwaters:miraid_hallucination, 5, 1, 1
478, ocean, minecraft:deep_ocean, MONSTER, darkwaters:mohast, 10, 1, 3
479, ocean, minecraft:deep_ocean, MONSTER, uselessreptile:moleclaw, 80, 1, 1
480, ocean, minecraft:deep_ocean, MONSTER, darkwaters:sight_hunter, 5, 1, 1
481, ocean, minecraft:deep_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
482, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
483, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
484, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
485, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
486, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
487, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
488, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
489, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
490, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
491, desert, minecraft:desert, MONSTER, minecraft:creeper, 80, 4, 4
492, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
493, desert, minecraft:desert, MONSTER, minecraft:enderman, 10, 1, 4
494, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
495, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
496, desert, minecraft:desert, MONSTER, uselessreptile:moleclaw, 80, 1, 1
497, desert, minecraft:desert, MONSTER, graveyard:nightmare, 10, 1, 1
498, desert, minecraft:desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
499, desert, minecraft:desert, CREATURE, minecraft:rabbit, 5, 2, 3
500, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
501, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
502, private, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
503, private, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
504, private, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
505, private, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
506, private, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
507, private, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
508, private, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 10, 1, 4
509, private, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
510, private, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
511, private, minecraft:dripstone_caves, MONSTER, uselessreptile:moleclaw, 80, 1, 1
512, private, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
513, private, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
514, private, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
515, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:spider, 80, 4, 4
516, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie, 19, 4, 4
517, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie_villager, 5, 1, 1
518, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:skeleton, 80, 4, 4
519, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:creeper, 80, 4, 4
520, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:slime, 80, 4, 4
521, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:enderman, 10, 1, 4
522, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:witch, 5, 1, 1
523, savanna, regions_unexplored:dry_bushland, MONSTER, minecraft:husk, 80, 4, 4
524, savanna, regions_unexplored:dry_bushland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
525, savanna, regions_unexplored:dry_bushland, MONSTER, graveyard:nightmare, 10, 1, 1
526, savanna, regions_unexplored:dry_bushland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
527, savanna, regions_unexplored:dry_bushland, CREATURE, minecraft:rabbit, 5, 2, 3
528, savanna, regions_unexplored:dry_bushland, CREATURE, minecraft:sheep, 12, 4, 4
529, savanna, regions_unexplored:dry_bushland, CREATURE, minecraft:pig, 10, 4, 4
530, savanna, regions_unexplored:dry_bushland, CREATURE, minecraft:chicken, 10, 4, 4
531, savanna, regions_unexplored:dry_bushland, CREATURE, minecraft:cow, 8, 4, 4
532, savanna, regions_unexplored:dry_bushland, AMBIENT, minecraft:bat, 10, 8, 8
533, savanna, regions_unexplored:dry_bushland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
534, private, minecraft:end_barrens, MONSTER, minecraft:enderman, 10, 4, 4
535, private, minecraft:end_highlands, MONSTER, minecraft:enderman, 10, 4, 4
536, private, minecraft:end_midlands, MONSTER, minecraft:enderman, 10, 4, 4
537, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
538, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
539, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
540, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
541, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
542, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
543, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
544, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
545, badlands, minecraft:eroded_badlands, MONSTER, uselessreptile:moleclaw, 80, 1, 1
546, badlands, minecraft:eroded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
547, badlands, minecraft:eroded_badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
548, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
549, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
550, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:spider, 80, 4, 4
551, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:zombie, 80, 4, 4
552, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
553, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:skeleton, 80, 4, 4
554, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:creeper, 80, 4, 4
555, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:slime, 80, 4, 4
556, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:enderman, 10, 1, 4
557, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:witch, 5, 1, 1
558, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:ocelot, 5, 1, 3
559, jungle, regions_unexplored:eucalyptus_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
560, jungle, regions_unexplored:eucalyptus_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
561, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:sheep, 12, 4, 4
562, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:pig, 10, 4, 4
563, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:chicken, 10, 4, 4
564, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:cow, 8, 4, 4
565, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:chicken, 10, 4, 4
566, jungle, regions_unexplored:eucalyptus_forest, CREATURE, minecraft:parrot, 40, 1, 2
567, jungle, regions_unexplored:eucalyptus_forest, AMBIENT, minecraft:bat, 10, 8, 8
568, jungle, regions_unexplored:eucalyptus_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
569, swamp, regions_unexplored:fen, MONSTER, minecraft:spider, 80, 4, 4
570, swamp, regions_unexplored:fen, MONSTER, minecraft:zombie, 80, 4, 4
571, swamp, regions_unexplored:fen, MONSTER, minecraft:zombie_villager, 5, 1, 1
572, swamp, regions_unexplored:fen, MONSTER, minecraft:skeleton, 80, 4, 4
573, swamp, regions_unexplored:fen, MONSTER, minecraft:creeper, 80, 4, 4
574, swamp, regions_unexplored:fen, MONSTER, minecraft:slime, 80, 4, 4
575, swamp, regions_unexplored:fen, MONSTER, minecraft:enderman, 10, 1, 4
576, swamp, regions_unexplored:fen, MONSTER, minecraft:witch, 5, 1, 1
577, swamp, regions_unexplored:fen, MONSTER, direbats:direbat, 36, 1, 3
578, swamp, regions_unexplored:fen, MONSTER, graveyard:ghoul, 25, 2, 5
579, swamp, regions_unexplored:fen, MONSTER, uselessreptile:moleclaw, 80, 1, 1
580, swamp, regions_unexplored:fen, MONSTER, graveyard:nightmare, 10, 1, 1
581, swamp, regions_unexplored:fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
582, swamp, regions_unexplored:fen, CREATURE, minecraft:wolf, 8, 4, 4
583, swamp, regions_unexplored:fen, CREATURE, minecraft:sheep, 12, 4, 4
584, swamp, regions_unexplored:fen, CREATURE, minecraft:pig, 10, 4, 4
585, swamp, regions_unexplored:fen, CREATURE, minecraft:chicken, 10, 4, 4
586, swamp, regions_unexplored:fen, CREATURE, minecraft:cow, 8, 4, 4
587, swamp, regions_unexplored:fen, CREATURE, uselessreptile:wyvern, 5, 1, 1
588, swamp, regions_unexplored:fen, AMBIENT, minecraft:bat, 10, 8, 8
589, swamp, regions_unexplored:fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
590, swamp, regions_unexplored:fen, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
591, private, regions_unexplored:flooded_plains, MONSTER, minecraft:spider, 80, 4, 4
592, private, regions_unexplored:flooded_plains, MONSTER, minecraft:zombie, 80, 4, 4
593, private, regions_unexplored:flooded_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
594, private, regions_unexplored:flooded_plains, MONSTER, minecraft:skeleton, 80, 4, 4
595, private, regions_unexplored:flooded_plains, MONSTER, minecraft:creeper, 80, 4, 4
596, private, regions_unexplored:flooded_plains, MONSTER, minecraft:slime, 80, 4, 4
597, private, regions_unexplored:flooded_plains, MONSTER, minecraft:enderman, 10, 1, 4
598, private, regions_unexplored:flooded_plains, MONSTER, minecraft:witch, 5, 1, 1
599, private, regions_unexplored:flooded_plains, MONSTER, graveyard:ghoul, 25, 2, 5
600, private, regions_unexplored:flooded_plains, MONSTER, uselessreptile:moleclaw, 80, 1, 1
601, private, regions_unexplored:flooded_plains, MONSTER, graveyard:nightmare, 10, 1, 1
602, private, regions_unexplored:flooded_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
603, private, regions_unexplored:flooded_plains, CREATURE, minecraft:sheep, 12, 4, 4
604, private, regions_unexplored:flooded_plains, CREATURE, minecraft:pig, 10, 4, 4
605, private, regions_unexplored:flooded_plains, CREATURE, minecraft:chicken, 10, 4, 4
606, private, regions_unexplored:flooded_plains, CREATURE, minecraft:cow, 8, 4, 4
607, private, regions_unexplored:flooded_plains, CREATURE, minecraft:horse, 5, 2, 6
608, private, regions_unexplored:flooded_plains, CREATURE, minecraft:donkey, 5, 1, 3
609, private, regions_unexplored:flooded_plains, CREATURE, uselessreptile:wyvern, 5, 1, 1
610, private, regions_unexplored:flooded_plains, AMBIENT, minecraft:bat, 10, 8, 8
611, private, regions_unexplored:flooded_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
612, private, regions_unexplored:flooded_plains, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
613, plains, regions_unexplored:flower_field, MONSTER, minecraft:spider, 80, 4, 4
614, plains, regions_unexplored:flower_field, MONSTER, minecraft:zombie, 80, 4, 4
615, plains, regions_unexplored:flower_field, MONSTER, minecraft:zombie_villager, 5, 1, 1
616, plains, regions_unexplored:flower_field, MONSTER, minecraft:skeleton, 80, 4, 4
617, plains, regions_unexplored:flower_field, MONSTER, minecraft:creeper, 80, 4, 4
